pixel_id,label,area,centroid-0,centroid-1,seg_label,morphology,row_number,column_number,right_to_left
p762,63,450.0,1413.888888888889,2323.2466666666664,63,intact,2,13,-25
p802,64,628.0,1414.78025477707,2379.9474522292994,64,intact,2,14,-24
p842,66,579.0,1414.7944732297065,2446.421416234888,66,intact,2,15,-23
p882,65,386.0,1414.9922279792745,2491.686528497409,65,intact,2,16,-22
p922,67,570.0,1417.3947368421052,2560.733333333333,67,intact,2,17,-21
p962,70,456.0,1419.4342105263158,2609.4122807017543,70,intact,2,18,-20
p1002,68,525.0,1419.0228571428572,2668.3752380952383,68,intact,2,19,-19
p1042,74,541.0,1420.7652495378927,2725.957486136784,74,intact,2,20,-18
p1082,69,409.0,1419.877750611247,2784.8288508557457,69,intact,2,21,-17
p1122,71,405.0,1420.437037037037,2833.866666666667,71,intact,2,22,-16
p1162,72,391.0,1420.5780051150896,2899.936061381074,72,intact,2,23,-15
p1202,73,439.0,1422.362186788155,2946.239179954442,73,intact,2,24,-14
p1242,75,562.0,1421.4928825622776,3014.135231316726,75,intact,2,25,-13
p1282,76,390.0,1422.953846153846,3064.174358974359,76,intact,2,26,-12
p1322,81,510.0,1423.4235294117648,3124.947058823529,81,intact,2,27,-11
p1362,84,523.0,1424.3900573613766,3180.2313575525814,84,intact,2,28,-10
p1402,78,457.0,1423.9474835886217,3240.665207877462,78,intact,2,29,-9
p1442,79,597.0,1425.4556113902847,3290.556113902848,79,intact,2,30,-8
p1482,77,525.0,1423.9733333333334,3354.2342857142858,77,intact,2,31,-7
p1522,82,465.0,1425.156989247312,3403.372043010753,82,intact,2,32,-6
p1562,85,481.0,1425.7068607068609,3459.008316008316,85,intact,2,33,-5
p1602,80,487.0,1425.447638603696,3509.679671457905,80,intact,2,34,-4
p1642,83,410.0,1425.939024390244,3566.7146341463413,83,intact,2,35,-3
p1682,86,470.0,1426.840425531915,3618.810638297872,86,intact,2,36,-2
p1722,87,360.0,1426.3861111111112,3670.891666666667,87,intact,2,37,-1
p283,96,489.0,1466.435582822086,1655.7546012269938,96,intact,3,1,-37
p323,98,406.0,1467.5541871921182,1702.7118226600985,98,intact,3,2,-36
p363,97,436.0,1466.9311926605506,1759.3211009174313,97,intact,3,3,-35
p403,92,717.0,1467.4435146443514,1819.8284518828448,92,intact,3,4,-34
p443,90,475.0,1467.2905263157895,1871.978947368421,90,intact,3,5,-33
p483,100,552.0,1469.1485507246375,1927.4746376811595,100,intact,3,6,-32
p523,93,438.0,1466.7328767123288,1989.324200913242,93,intact,3,7,-31
p563,103,374.0,1470.8208556149732,2034.0267379679144,103,intact,3,8,-30
p603,101,522.0,1469.2701149425288,2108.1494252873563,101,intact,3,9,-29
p643,104,340.0,1471.4911764705882,2152.8676470588234,104,intact,3,10,-28
p683,99,410.0,1470.165853658537,2213.8756097560977,99,intact,3,11,-27
p723,102,381.0,1471.351706036745,2273.254593175853,102,intact,3,12,-26
p763,105,458.0,1472.3973799126638,2324.4039301310045,105,intact,3,13,-25
p803,106,451.0,1474.050997782705,2378.960088691796,106,intact,3,14,-24
p843,108,509.0,1473.481335952849,2449.259332023576,108,intact,3,15,-23
p883,107,318.0,1473.955974842767,2492.490566037736,107,intact,3,16,-22
p923,109,410.0,1474.692682926829,2559.651219512195,109,intact,3,17,-21
p963,110,534.0,1479.061797752809,2609.932584269663,110,intact,3,18,-20
p1003,117,622.0,1479.3006430868168,2672.1430868167204,117,intact,3,19,-19
p1043,111,410.0,1480.7024390243903,2723.268292682927,111,intact,3,20,-18
p1083,114,464.0,1478.2780172413793,2786.5538793103447,114,intact,3,21,-17
p1123,112,467.0,1480.9914346895075,2836.10920770878,112,intact,3,22,-16
p1163,120,589.0,1481.9405772495757,2902.5874363327675,120,intact,3,23,-15
p1203,118,353.0,1481.7818696883853,2948.549575070821,118,intact,3,24,-14
p1243,119,539.0,1481.2504638218925,3017.1410018552874,119,intact,3,25,-13
p1283,115,328.0,1482.246951219512,3064.914634146341,115,intact,3,26,-12
p1323,116,497.0,1481.4185110663984,3126.2897384305834,116,intact,3,27,-11
p1363,122,430.0,1483.9232558139536,3181.1627906976746,122,intact,3,28,-10
p1403,113,442.0,1481.9570135746606,3238.214932126697,113,intact,3,29,-9
p1443,126,587.0,1486.488926746167,3292.453151618399,126,intact,3,30,-8
p1483,121,588.0,1483.96768707483,3356.862244897959,121,intact,3,31,-7
p1523,125,307.0,1485.9804560260586,3403.3322475570035,125,intact,3,32,-6
p1563,123,485.0,1484.4927835051546,3462.760824742268,123,intact,3,33,-5
p1603,128,432.0,1487.4328703703704,3511.5185185185187,128,intact,3,34,-4
p1643,124,435.0,1485.1264367816093,3567.383908045977,124,intact,3,35,-3
p1683,129,416.0,1487.173076923077,3620.591346153846,129,intact,3,36,-2
p1723,127,357.0,1485.7759103641456,3673.019607843137,127,intact,3,37,-1
p284,136,299.0,1522.374581939799,1653.056856187291,136,intact,4,1,-37
p324,137,290.0,1523.6137931034482,1700.1310344827589,137,intact,4,2,-36
p364,139,438.0,1523.5228310502282,1762.0228310502282,139,intact,4,3,-35
p404,141,662.0,1525.2069486404837,1818.299093655589,141,intact,4,4,-34
p444,138,585.0,1524.246153846154,1870.1521367521368,138,intact,4,5,-33
p484,143,535.0,1525.7682242990654,1927.6747663551405,143,intact,4,6,-32
p524,140,390.0,1524.715384615385,1986.3307692307687,140,intact,4,7,-31
p564,144,345.0,1526.8115942028985,2032.3478260869565,144,intact,4,8,-30
p604,142,632.0,1525.8496835443038,2109.981012658228,142,intact,4,9,-29
p644,145,290.0,1528.1689655172413,2150.61724137931,145,intact,4,10,-28
p684,147,414.0,1527.6739130434785,2215.8888888888887,147,intact,4,11,-27
p724,148,475.0,1528.1305263157894,2270.981052631579,148,intact,4,12,-26
p764,149,428.0,1528.266355140187,2325.836448598131,149,intact,4,13,-25
p804,153,500.0,1529.336,2379.95,153,intact,4,14,-24
p844,146,568.0,1527.5897887323945,2448.6197183098598,146,intact,4,15,-23
p884,152,291.0,1530.1649484536083,2491.168384879725,152,intact,4,16,-22
p924,150,516.0,1528.7228682170542,2561.2887596899227,150,intact,4,17,-21
p964,151,432.0,1531.5439814814815,2611.7800925925926,151,intact,4,18,-20
p1004,155,433.0,1531.0046189376444,2667.0877598152424,155,intact,4,19,-19
p1044,158,348.0,1533.301724137931,2719.8275862068967,158,intact,4,20,-18
p1084,156,423.0,1532.7706855791962,2785.685579196217,156,intact,4,21,-17
p1124,159,378.0,1534.2486772486773,2831.619047619048,159,intact,4,22,-16
p1164,160,438.0,1533.958904109589,2901.3972602739727,160,intact,4,23,-15
p1204,161,333.0,1535.5195195195197,2948.135135135135,161,intact,4,24,-14
p1244,154,582.0,1534.1529209621992,3019.472508591065,154,intact,4,25,-13
p1284,162,323.0,1535.8328173374614,3065.4303405572755,162,intact,4,26,-12
p1324,157,577.0,1534.5597920277296,3129.100519930676,157,intact,4,27,-11
p1364,164,395.0,1537.5848101265822,3183.688607594937,164,intact,4,28,-10
p1404,163,481.0,1537.4324324324325,3243.738045738046,163,intact,4,29,-9
p1444,170,447.0,1538.5794183445191,3294.2058165548096,170,intact,4,30,-8
p1484,166,631.0,1538.7591125198098,3358.958795562599,166,intact,4,31,-7
p1524,167,315.0,1540.247619047619,3401.6031746031745,167,intact,4,32,-6
p1564,168,503.0,1540.2942345924453,3462.8290258449306,168,intact,4,33,-5
p1604,169,444.0,1540.6576576576576,3513.797297297297,169,intact,4,34,-4
p1644,165,522.0,1539.8275862068965,3570.030651340996,165,intact,4,35,-3
p1684,171,432.0,1542.0347222222222,3618.0486111111113,171,intact,4,36,-2
p1724,172,365.0,1542.7397260273972,3670.695890410959,172,intact,4,37,-1
p285,176,478.0,1580.2824267782428,1653.4225941422594,176,intact,5,1,-37
p325,177,356.0,1581.6488764044943,1699.5337078651685,177,intact,5,2,-36
p365,179,470.0,1582.2553191489362,1763.8127659574468,179,intact,5,3,-35
p405,191,594.0,1582.9882154882157,1817.0791245791245,191,intact,5,4,-34
p445,178,490.0,1582.0326530612244,1870.2571428571428,178,intact,5,5,-33
p485,180,604.0,1583.1920529801323,1924.2334437086088,180,intact,5,6,-32
p525,185,427.0,1583.7166276346604,1988.5737704918035,185,intact,5,7,-31
p565,181,375.0,1584.9493333333332,2035.2373333333333,181,intact,5,8,-30
p605,182,613.0,1583.2463295269167,2108.31484502447,182,intact,5,9,-29
p645,186,286.0,1584.8181818181818,2155.0,186,intact,5,10,-28
p685,188,547.0,1585.6654478976234,2218.4058500914075,188,intact,5,11,-27
p725,187,252.0,1585.4126984126983,2273.492063492064,187,intact,5,12,-26
p765,189,554.0,1586.2472924187723,2328.772563176896,189,intact,5,13,-25
p805,192,527.0,1587.0246679316888,2376.442125237192,192,intact,5,14,-24
p845,183,509.0,1584.8624754420432,2446.50884086444,183,intact,5,15,-23
p885,190,290.0,1585.855172413793,2490.713793103448,190,intact,5,16,-22
p925,193,438.0,1586.7762557077626,2555.778538812785,193,intact,5,17,-21
p965,194,402.0,1590.9875621890546,2610.07960199005,194,intact,5,18,-20
p1005,197,508.0,1592.6574803149606,2670.6889763779527,197,intact,5,19,-19
p1045,195,506.0,1592.7272727272727,2725.308300395257,195,intact,5,20,-18
p1085,196,471.0,1592.244161358811,2787.422505307856,196,intact,5,21,-17
p1125,199,392.0,1595.0,2831.752551020408,199,intact,5,22,-16
p1165,200,443.0,1593.8668171557565,2904.751693002257,200,intact,5,23,-15
p1205,201,315.0,1596.1460317460317,2952.4349206349207,201,intact,5,24,-14
p1245,198,625.0,1595.5104,3022.8064,198,intact,5,25,-13
p1285,203,279.0,1598.68458781362,3072.6451612903224,203,intact,5,26,-12
p1325,202,579.0,1597.0690846286702,3135.623488773748,202,intact,5,27,-11
p1365,212,348.0,1600.0114942528735,3185.2557471264367,212,intact,5,28,-10
p1405,204,496.0,1598.850806451613,3241.375,204,intact,5,29,-9
p1445,205,350.0,1598.8514285714286,3296.174285714286,205,intact,5,30,-8
p1485,207,560.0,1599.525,3363.230357142857,207,intact,5,31,-7
p1525,208,326.0,1598.9907975460123,3405.782208588957,208,intact,5,32,-6
p1565,210,570.0,1600.8877192982457,3460.9350877192983,210,intact,5,33,-5
p1605,209,497.0,1601.1106639839034,3514.635814889336,209,intact,5,34,-4
p1645,206,515.0,1599.3514563106796,3567.9339805825243,206,intact,5,35,-3
p1685,211,439.0,1600.993166287016,3620.7995444191342,211,intact,5,36,-2
p1725,213,404.0,1600.1336633663366,3671.4678217821775,213,intact,5,37,-1
p286,221,531.0,1634.7137476459511,1658.8154425612054,221,intact,6,1,-37
p326,222,328.0,1636.0365853658536,1695.0884146341464,222,intact,6,2,-36
p366,227,482.0,1636.5663900414938,1763.6721991701245,227,intact,6,3,-35
p406,218,549.0,1636.8469945355191,1817.2367941712205,218,intact,6,4,-34
p446,219,381.0,1636.6692913385828,1869.1443569553803,219,intact,6,5,-33
p486,226,395.0,1636.9620253164558,1924.6556962025315,226,intact,6,6,-32
p526,223,416.0,1637.6490384615386,1983.4326923076924,223,intact,6,7,-31
p566,220,360.0,1637.6,2034.0777777777776,220,intact,6,8,-30
p606,224,599.0,1637.9732888146912,2108.874791318865,224,intact,6,9,-29
p646,230,267.0,1641.2397003745318,2155.2696629213483,230,intact,6,10,-28
p686,225,524.0,1638.2156488549615,2216.0687022900765,225,intact,6,11,-27
p726,228,455.0,1640.5406593406594,2267.5868131868133,228,intact,6,12,-26
p766,229,521.0,1640.0479846449136,2327.3608445297505,229,intact,6,13,-25
p806,231,456.0,1642.008771929825,2379.243421052632,231,intact,6,14,-24
p846,232,537.0,1641.63687150838,2450.8472998137804,232,intact,6,15,-23
p886,234,275.0,1644.0,2491.8545454545456,234,intact,6,16,-22
p926,235,457.0,1644.63238512035,2559.205689277899,235,intact,6,17,-21
p966,233,419.0,1644.2338902147972,2609.4964200477325,233,intact,6,18,-20
p1006,236,530.0,1646.0849056603774,2668.877358490566,236,intact,6,19,-19
p1046,239,544.0,1646.0698529411766,2724.998161764706,239,intact,6,20,-18
p1086,237,477.0,1645.545073375262,2785.8993710691825,237,intact,6,21,-17
p1126,238,345.0,1646.895652173913,2834.3565217391306,238,intact,6,22,-16
p1166,247,408.0,1648.674019607843,2898.7622549019607,247,intact,6,23,-15
p1206,240,358.0,1650.145251396648,2949.594972067039,240,intact,6,24,-14
p1246,244,524.0,1647.3702290076335,3022.374045801527,244,intact,6,25,-13
p1286,241,382.0,1649.5575916230366,3075.329842931937,241,intact,6,26,-12
p1326,245,494.0,1648.661943319838,3131.728744939271,245,intact,6,27,-11
p1366,242,323.0,1649.1114551083592,3186.7770897832816,242,intact,6,28,-10
p1406,248,523.0,1650.4225621414914,3247.036328871893,248,intact,6,29,-9
p1446,251,328.0,1653.9725609756097,3295.0914634146343,251,intact,6,30,-8
p1486,243,752.0,1650.143617021277,3363.88164893617,243,intact,6,31,-7
p1526,249,409.0,1651.5941320293398,3406.81662591687,249,intact,6,32,-6
p1566,252,543.0,1652.187845303867,3465.14364640884,252,intact,6,33,-5
p1606,250,453.0,1652.0883002207506,3513.5474613686533,250,intact,6,34,-4
p1646,246,474.0,1651.259493670886,3568.73417721519,246,intact,6,35,-3
p1686,253,461.0,1653.006507592191,3618.24295010846,253,intact,6,36,-2
p1726,254,390.0,1651.8333333333333,3672.641025641026,254,intact,6,37,-1
p287,257,447.0,1693.79418344519,1655.65548098434,257,intact,7,1,-37
p327,259,403.0,1697.2034739454095,1699.228287841191,259,intact,7,2,-36
p367,260,491.0,1696.6700610997964,1761.661914460285,260,intact,7,3,-35
p407,262,369.0,1699.0271002710026,1810.6558265582653,262,intact,7,4,-34
p447,261,521.0,1697.6468330134358,1871.2072936660268,261,intact,7,5,-33
p487,266,427.0,1699.470725995316,1923.7377049180327,266,intact,7,6,-32
p527,263,516.0,1699.0174418604652,1989.5038759689924,263,intact,7,7,-31
p567,267,320.0,1700.584375,2035.021875,267,intact,7,8,-30
p607,264,497.0,1699.569416498994,2110.0482897384304,264,intact,7,9,-29
p647,265,339.0,1699.401179941003,2158.607669616519,265,intact,7,10,-28
p687,268,533.0,1699.8405253283302,2218.529080675422,268,intact,7,11,-27
p727,269,291.0,1701.439862542955,2266.6701030927834,269,intact,7,12,-26
p767,271,467.0,1701.4282655246252,2329.385438972163,271,intact,7,13,-25
p807,270,389.0,1702.7866323907456,2374.778920308483,270,intact,7,14,-24
p847,272,473.0,1703.063424947146,2450.228329809725,272,intact,7,15,-23
p887,273,272.0,1703.8786764705883,2492.143382352941,273,intact,7,16,-22
p927,274,531.0,1703.7024482109227,2560.9623352165727,274,intact,7,17,-21
p967,280,333.0,1707.984984984985,2607.0810810810813,280,intact,7,18,-20
p1007,277,488.0,1708.6434426229507,2668.782786885246,277,intact,7,19,-19
p1047,278,478.0,1709.6087866108787,2724.276150627615,278,intact,7,20,-18
p1087,281,447.0,1709.03355704698,2781.7225950783,281,intact,7,21,-17
p1127,275,417.0,1710.7194244604316,2831.800959232614,275,intact,7,22,-16
p1167,282,542.0,1710.7675276752768,2902.046125461254,282,intact,7,23,-15
p1207,279,281.0,1710.594306049822,2949.4270462633453,279,intact,7,24,-14
p1247,276,516.0,1710.9227880056646,3025.1671695092664,276_284,combined,7,25,-13
p1287,283,218.0,1711.4770642201836,3073.302752293578,283,intact,7,26,-12
p1327,285,566.0,1712.4257950530036,3129.558303886926,285,intact,7,27,-11
p1367,286,394.0,1713.4162436548224,3183.2741116751267,286,intact,7,28,-10
p1407,287,518.0,1714.4401544401544,3247.803088803089,287,intact,7,29,-9
p1447,288,312.0,1713.5801282051282,3299.641025641026,288,intact,7,30,-8
p1487,289,566.0,1714.8233215547702,3364.293286219081,289,intact,7,31,-7
p1527,291,338.0,1716.9556213017752,3404.665680473373,291,intact,7,32,-6
p1567,290,504.0,1717.142857142857,3465.3531746031745,290,intact,7,33,-5
p1607,292,545.0,1716.8788990825688,3514.4587155963304,292,intact,7,34,-4
p1647,294,450.0,1716.8155555555556,3570.035555555556,294,intact,7,35,-3
p1687,293,461.0,1716.6746203904556,3619.496746203904,293,intact,7,36,-2
p1727,295,342.0,1717.9795321637428,3670.93567251462,295,intact,7,37,-1
p288,299,497.0,1748.428571428571,1653.3058350100605,299,intact,8,1,-37
p328,302,329.0,1750.6534954407296,1696.106382978723,302,intact,8,2,-36
p368,305,578.0,1750.2560553633218,1764.8044982698962,305,intact,8,3,-35
p408,304,482.0,1751.948132780083,1814.746887966805,304,intact,8,4,-34
p448,303,417.0,1750.4700239808153,1870.8249400479615,303,intact,8,5,-33
p488,312,427.0,1752.5152224824355,1921.3466042154569,312,intact,8,6,-32
p528,306,522.0,1753.425287356322,1989.2835249042143,306,intact,8,7,-31
p568,307,293.0,1754.2320819112629,2035.5494880546075,307,intact,8,8,-30
p608,313,667.0,1753.6176911544228,2108.227886056972,313,intact,8,9,-29
p648,318,270.0,1756.7,2154.366666666667,318,intact,8,10,-28
p688,300,523.0,1752.7609942638624,2217.940726577438,300,intact,8,11,-27
p728,308,321.0,1754.9532710280373,2267.1619937694704,308,intact,8,12,-26
p768,314,466.0,1755.31330472103,2326.6587982832616,314,intact,8,13,-25
p808,309,531.0,1755.135593220339,2375.693032015066,309,intact,8,14,-24
p848,310,598.0,1754.8645484949832,2450.789297658863,310,intact,8,15,-23
p888,315,231.0,1756.030303030303,2491.095238095238,315,intact,8,16,-22
p928,316,572.0,1756.4597902097903,2559.4335664335663,316,intact,8,17,-21
p968,311,391.0,1755.703324808184,2608.5907928388747,311,intact,8,18,-20
p1008,319,569.0,1757.5342706502636,2670.518453427065,319,intact,8,19,-19
p1048,320,485.0,1759.6329896907216,2724.8948453608245,320,intact,8,20,-18
p1088,317,532.0,1759.5808270676691,2784.9849624060157,317,intact,8,21,-17
p1128,323,428.0,1760.8785046728972,2834.028037383177,323,intact,8,22,-16
p1168,322,519.0,1760.7398843930637,2899.2736030828514,322,intact,8,23,-15
p1208,325,282.0,1762.7978723404256,2951.1560283687945,325,intact,8,24,-14
p1248,321,504.0,1760.3333333333333,3017.2559523809523,321,intact,8,25,-13
p1288,327,322.0,1763.4068322981366,3076.894409937888,327,intact,8,26,-12
p1328,324,677.0,1762.496307237814,3129.314623338257,324,intact,8,27,-11
p1368,326,413.0,1762.7893462469733,3184.968523002421,326,intact,8,28,-10
p1408,329,575.0,1764.7704347826086,3245.593043478261,329,intact,8,29,-9
p1448,328,321.0,1765.4797507788162,3298.152647975078,328,intact,8,30,-8
p1488,332,560.0,1765.0553571428572,3359.2571428571428,332,intact,8,31,-7
p1528,330,362.0,1767.2154696132598,3403.770718232044,330,intact,8,32,-6
p1568,333,683.0,1764.9062957540264,3466.05710102489,333,intact,8,33,-5
p1608,331,422.0,1765.2630331753555,3515.030805687204,331,intact,8,34,-4
p1648,334,411.0,1766.6350364963505,3566.875912408759,334,intact,8,35,-3
p1688,336,454.0,1768.2202643171806,3617.7885462555055,336,intact,8,36,-2
p1728,335,417.0,1767.609112709832,3671.079136690648,335,intact,8,37,-1
p289,338,512.0,1805.90625,1655.2421875,338,intact,9,1,-37
p329,343,413.0,1810.0653753026636,1693.544794188862,343,intact,9,2,-36
p369,347,674.0,1809.758160237389,1765.3961424332344,347,intact,9,3,-35
p409,344,466.0,1811.298283261803,1810.6115879828328,344,intact,9,4,-34
p449,350,473.0,1811.0211416490488,1869.7801268498945,350,intact,9,5,-33
p489,348,361.0,1811.8614958448757,1920.8337950138505,348,intact,9,6,-32
p529,345,579.0,1811.245250431779,1986.915371329879,345,intact,9,7,-31
p569,346,344.0,1811.497093023256,2033.7790697674416,346,intact,9,8,-30
p609,351,661.0,1812.4130105900151,2108.231467473525,351,intact,9,9,-29
p649,352,286.0,1812.9055944055945,2157.041958041958,352,intact,9,10,-28
p689,355,516.0,1813.62984496124,2212.6065891472867,355,intact,9,11,-27
p729,349,390.0,1813.517948717949,2265.597435897436,349,intact,9,12,-26
p769,353,536.0,1814.054104477612,2325.3619402985078,353,intact,9,13,-25
p809,356,436.0,1815.227064220184,2375.2247706422017,356,intact,9,14,-24
p849,357,583.0,1814.521440823328,2447.222984562607,357,intact,9,15,-23
p889,354,263.0,1814.51711026616,2492.178707224334,354,intact,9,16,-22
p929,358,595.0,1816.2857142857144,2554.529411764706,358,intact,9,17,-21
p969,359,413.0,1818.496368038741,2608.878934624697,359,intact,9,18,-20
p1009,360,671.0,1819.9627421758569,2669.160953800298,360,intact,9,19,-19
p1049,361,468.0,1820.5128205128208,2723.0235042735044,361,intact,9,20,-18
p1089,362,475.0,1819.9705263157896,2783.271578947368,362,intact,9,21,-17
p1129,365,471.0,1821.6263269639064,2832.8492569002124,365,intact,9,22,-16
p1169,367,620.0,1822.8387096774195,2901.7145161290323,367,intact,9,23,-15
p1209,366,310.0,1820.983870967742,2952.454838709677,366,intact,9,24,-14
p1249,370,648.0,1822.1570718575276,3025.444638205578,370_363,combined,9,25,-13
p1289,368,311.0,1824.2218649517688,3081.234726688103,368,intact,9,26,-12
p1329,371,522.0,1824.998084291188,3124.4233716475096,371,intact,9,27,-11
p1369,364,440.0,1824.361363636364,3186.052272727273,364,intact,9,28,-10
p1409,369,551.0,1825.410163339383,3245.693284936479,369,intact,9,29,-9
p1449,372,405.0,1826.6814814814816,3298.520987654321,372,intact,9,30,-8
p1489,373,570.0,1826.1,3361.3245614035086,373,intact,9,31,-7
p1529,377,269.0,1828.457249070632,3407.171003717472,377,intact,9,32,-6
p1569,375,573.0,1826.369982547993,3464.293193717277,375,intact,9,33,-5
p1609,378,486.0,1827.812757201646,3513.067901234568,378,intact,9,34,-4
p1649,376,449.0,1827.904231625835,3566.930957683742,376,intact,9,35,-3
p1689,374,485.0,1827.952577319588,3617.79587628866,374,intact,9,36,-2
p1729,379,360.0,1828.35,3670.7305555555554,379,intact,9,37,-1
p290,385,575.0,1862.5634782608693,1653.7095652173914,385,intact,10,1,-37
p330,381,365.0,1863.7369863013696,1696.8986301369864,381,intact,10,2,-36
p370,389,543.0,1863.5561694290973,1760.705340699816,389,intact,10,3,-35
p410,386,493.0,1865.8782961460447,1813.578093306288,386,intact,10,4,-34
p450,387,368.0,1863.9565217391305,1865.0570652173917,387,intact,10,5,-33
p490,390,334.0,1865.25748502994,1915.3383233532932,390,intact,10,6,-32
p530,391,508.0,1865.2303149606296,1984.8661417322835,391,intact,10,7,-31
p570,392,370.0,1866.2648648648649,2032.427027027027,392,intact,10,8,-30
p610,393,581.0,1867.0068846815836,2106.077452667814,393,intact,10,9,-29
p650,395,335.0,1869.474626865672,2157.8985074626867,395,intact,10,10,-28
p690,394,633.0,1867.605055292259,2211.543443917852,394,intact,10,11,-27
p730,397,362.0,1869.0690607734807,2265.966850828729,397,intact,10,12,-26
p770,396,507.0,1869.629191321499,2326.769230769231,396,intact,10,13,-25
p810,398,377.0,1870.342175066313,2374.700265251989,398,intact,10,14,-24
p850,399,643.0,1870.51166407465,2448.9797822706064,399,intact,10,15,-23
p890,400,277.0,1871.2960288808663,2490.1119133574007,400,intact,10,16,-22
p930,401,551.0,1872.7695099818511,2560.196007259528,401,intact,10,17,-21
p970,402,401.0,1873.648379052369,2606.189526184539,402,intact,10,18,-20
p1010,404,611.0,1873.4877250409163,2669.50736497545,404,intact,10,19,-19
p1050,403,460.0,1874.371739130435,2723.6326086956524,403,intact,10,20,-18
p1090,405,330.0,1874.0030303030303,2777.133333333333,405,intact,10,21,-17
p1130,406,383.0,1875.195822454308,2831.4960835509137,406,intact,10,22,-16
p1170,407,665.0,1875.2496240601504,2905.1097744360904,407,intact,10,23,-15
p1210,415,355.0,1878.901408450704,2952.256338028169,415,intact,10,24,-14
p1250,409,629.0,1874.9046104928457,3016.8966613672496,409,intact,10,25,-13
p1290,410,278.0,1877.3741007194244,3080.478417266187,410,intact,10,26,-12
p1330,412,469.0,1877.5565031982944,3128.279317697228,412,intact,10,27,-11
p1370,408,373.0,1878.1742627345843,3186.040214477212,408,intact,10,28,-10
p1410,413,498.0,1879.09437751004,3245.1947791164657,413,intact,10,29,-9
p1450,418,320.0,1879.159375,3298.375,418,intact,10,30,-8
p1490,414,524.0,1878.1393129770995,3357.2843511450383,414,intact,10,31,-7
p1530,416,331.0,1878.9214501510571,3406.9728096676736,416,intact,10,32,-6
p1570,419,511.0,1880.751467710372,3462.5557729941293,419,intact,10,33,-5
p1610,411,482.0,1879.0829875518675,3511.3817427385893,411,intact,10,34,-4
p1650,417,511.0,1880.2348336594912,3567.495107632094,417,intact,10,35,-3
p1690,420,471.0,1881.904458598726,3618.174097664544,420,intact,10,36,-2
p1730,421,322.0,1881.9316770186333,3671.9751552795033,421,intact,10,37,-1
p291,422,485.0,1919.2082474226804,1656.4556701030929,422,intact,11,1,-37
p331,427,358.0,1920.8128491620112,1695.282122905028,427,intact,11,2,-36
p371,430,543.0,1921.510128913444,1761.4843462246777,430,intact,11,3,-35
p411,431,407.0,1923.2899262899264,1811.6683046683047,431,intact,11,4,-34
p451,429,473.0,1922.076109936575,1868.6638477801268,429,intact,11,5,-33
p491,433,447.0,1924.2281879194632,1918.6442953020132,433,intact,11,6,-32
p531,432,397.0,1924.0377833753148,1990.4962216624683,432,intact,11,7,-31
p571,436,246.0,1926.0325203252032,2035.7439024390244,436,intact,11,8,-30
p611,434,534.0,1924.9550561797755,2103.318352059925,434,intact,11,9,-29
p651,437,303.0,1927.2013201320133,2155.191419141914,437,intact,11,10,-28
p691,435,516.0,1925.2674418604647,2215.7868217054265,435,intact,11,11,-27
p731,438,359.0,1926.8356545961003,2267.924791086351,438,intact,11,12,-26
p771,440,500.0,1928.042,2326.87,440,intact,11,13,-25
p811,441,403.0,1928.0173697270477,2375.4962779156326,441,intact,11,14,-24
p851,443,543.0,1927.534069981584,2446.513812154696,443,intact,11,15,-23
p891,439,307.0,1928.4169381107488,2492.625407166124,439,intact,11,16,-22
p931,442,569.0,1929.0386643233744,2561.544815465729,442,intact,11,17,-21
p971,445,296.0,1932.668918918919,2605.9763513513512,445,intact,11,18,-20
p1011,444,401.0,1932.411471321696,2669.4912718204487,444,intact,11,19,-19
p1051,449,457.0,1934.8796498905908,2723.2560175054705,449,intact,11,20,-18
p1091,446,430.0,1933.8767441860464,2780.609302325581,446,intact,11,21,-17
p1131,450,422.0,1935.367298578199,2831.781990521327,450,intact,11,22,-16
p1171,447,617.0,1934.834683954619,2900.0226904376013,447,intact,11,23,-15
p1211,451,286.0,1935.3391608391607,2954.146853146853,451,intact,11,24,-14
p1251,448,519.0,1935.726490825688,3016.107200879205,448_455,combined,11,25,-13
p1291,453,273.0,1936.70695970696,3081.5054945054944,453,intact,11,26,-12
p1331,452,547.0,1936.625228519196,3126.9542961608777,452,intact,11,27,-11
p1371,454,572.0,1937.506993006993,3184.375874125874,454,intact,11,28,-10
p1411,456,424.0,1938.2099056603772,3244.830188679245,456,intact,11,29,-9
p1451,457,308.0,1938.688311688312,3298.2824675324678,457,intact,11,30,-8
p1491,459,532.0,1939.6484962406016,3357.678571428572,459,intact,11,31,-7
p1531,458,248.0,1939.399193548387,3405.8629032258063,458,intact,11,32,-6
p1571,462,438.0,1940.7123287671236,3465.7899543378994,462,intact,11,33,-5
p1611,463,416.0,1940.6009615384612,3513.920673076923,463,intact,11,34,-4
p1651,460,456.0,1939.8399122807016,3567.561403508772,460,intact,11,35,-3
p1691,464,489.0,1941.394683026585,3618.7770961145193,464,intact,11,36,-2
p1731,461,350.0,1941.82,3669.077142857143,461,intact,11,37,-1
p292,472,618.0,1977.0307443365696,1655.7783171521037,472,intact,12,1,-37
p332,475,308.0,1978.6233766233763,1691.3733766233763,475,intact,12,2,-36
p372,470,458.0,1976.9847161572047,1761.2882096069868,470,intact,12,3,-35
p412,476,530.0,1978.381132075472,1813.3716981132077,476,intact,12,4,-34
