label,area,centroid-0,centroid-1,seg_label,morphology,row_number,column_number,right_to_left
882,476.0,2504.8466386554624,3509.15756302521,882,intact,21,34,-4
887,492.0,2506.201219512195,3565.2134146341464,887,intact,21,35,-3
885,442.0,2505.866515837104,3616.522624434389,885,intact,21,36,-2
886,319.0,2504.3228840125394,3667.1943573667713,886,intact,21,37,-1
892,578.0,2539.3910034602077,1650.1262975778548,892,intact,22,1,-37
897,242.0,2541.5165289256197,1694.5247933884298,897,intact,22,2,-36
894,474.0,2541.2320675105484,1760.6856540084389,894,intact,22,3,-35
898,371.0,2542.714285714286,1810.4177897574125,898,intact,22,4,-34
895,542.0,2541.6771217712176,1870.1125461254612,895,intact,22,5,-33
899,294.0,2541.9625850340135,1924.2108843537414,899,intact,22,6,-32
896,417.0,2541.9928057553957,1987.2134292565947,896,intact,22,7,-31
900,311.0,2545.006430868167,2033.2282958199357,900,intact,22,8,-30
901,620.0,2543.232258064516,2100.93064516129,901,intact,22,9,-29
902,258.0,2545.375968992248,2153.1007751937987,902,intact,22,10,-28
904,578.0,2544.7439446366784,2210.0726643598614,904,intact,22,11,-27
903,423.0,2543.8676122931442,2265.4444444444443,903,intact,22,12,-26
908,415.0,2546.3951807228914,2322.6795180722893,908,intact,22,13,-25
906,265.0,2546.6452830188678,2370.1132075471696,906,intact,22,14,-24
909,398.0,2545.9120603015076,2445.505025125628,909,intact,22,15,-23
911,292.0,2548.349315068493,2486.969178082192,911,intact,22,16,-22
912,566.0,2547.5530035335687,2559.3975265017666,912,intact,22,17,-21
914,378.0,2549.531746031746,2601.7830687830688,914,intact,22,18,-20
905,446.0,2547.654708520179,2666.6591928251123,905,intact,22,19,-19
907,521.0,2548.8080614203454,2717.687140115163,907,intact,22,20,-18
910,564.0,2550.1932624113474,2781.008865248227,910,intact,22,21,-17
915,437.0,2550.8718535469106,2829.6773455377574,915,intact,22,22,-16
913,475.0,2549.654736842105,2898.5452631578946,913,intact,22,23,-15
917,287.0,2553.679442508711,2956.9965156794424,917,intact,22,24,-14
921,408.0,2553.4117647058824,3006.232843137255,921,intact,22,25,-13
918,294.0,2553.1938775510203,3080.329931972789,918,intact,22,26,-12
916,340.0,2553.491176470588,3123.1941176470586,916,intact,22,27,-11
919,350.0,2554.137142857143,3178.54,919,intact,22,28,-10
920,436.0,2553.172018348624,3238.137614678899,920,intact,22,29,-9
922,307.0,2554.7654723127034,3293.3745928338762,922,intact,22,30,-8
923,476.0,2555.88025210084,3354.436974789916,923,intact,22,31,-7
924,266.0,2555.2293233082705,3409.812030075188,924,intact,22,32,-6
926,516.0,2555.201550387597,3462.8934108527133,926,intact,22,33,-5
925,434.0,2557.0138248847925,3509.9493087557603,925,intact,22,34,-4
927,564.0,2557.2606382978724,3565.4060283687945,927,intact,22,35,-3
928,412.0,2557.509708737864,3614.0436893203882,928,intact,22,36,-2
929,313.0,2557.482428115016,3667.297124600639,929,intact,22,37,-1
932,626.0,2600.891373801917,1650.2635782747604,932,intact,23,1,-37
938,292.0,2602.8150684931506,1694.2157534246576,938,intact,23,2,-36
937,592.0,2601.7280405405404,1761.9206081081081,937,intact,23,3,-35
949,364.0,2605.868131868132,1810.6346153846155,949,intact,23,4,-34
939,429.0,2603.142191142191,1868.3170163170164,939,intact,23,5,-33
940,340.0,2604.1911764705883,1921.1235294117646,940,intact,23,6,-32
934,556.0,2602.3687050359713,1987.6708633093526,934,intact,23,7,-31
943,283.0,2604.749116607774,2031.2049469964663,943,intact,23,8,-30
941,612.0,2604.5718954248364,2103.274509803922,941,intact,23,9,-29
944,194.0,2605.180412371134,2150.505154639175,944,intact,23,10,-28
942,514.0,2604.387159533074,2207.6575875486383,942,intact,23,11,-27
945,391.0,2605.7314578005116,2263.6138107416878,945,intact,23,12,-26
946,413.0,2606.169491525424,2318.8886198547216,946,intact,23,13,-25
950,331.0,2607.392749244713,2370.2930513595165,950,intact,23,14,-24
947,363.0,2606.0165289256197,2437.3911845730026,947,intact,23,15,-23
951,259.0,2607.5521235521237,2462.2509652509652,951,spoilt,23,21,-24
951,441.0,2606.756831006831,2476.1584496584496,951_952,combined,23,16,-22
952,182.0,2605.9615384615386,2490.065934065934,952,spoilt,23,22,-23
948,597.0,2608.78391959799,2556.110552763819,948,intact,23,17,-21
954,364.0,2613.629120879121,2598.3846153846152,954,intact,23,18,-20
955,373.0,2614.4101876675604,2664.758713136729,955,intact,23,19,-19
953,494.0,2613.682186234818,2717.813765182186,953,intact,23,20,-18
956,446.0,2614.1367713004483,2780.959641255605,956,intact,23,21,-17
957,375.0,2614.5733333333333,2828.928,957,intact,23,22,-16
958,579.0,2615.5837651122624,2898.9689119170985,958,intact,23,23,-15
960,296.0,2616.9155405405404,2956.4695945945946,960,intact,23,24,-14
964,408.0,2618.828431372549,3001.0661764705883,964,spoilt,23,31,-14
964,608.0,2617.7942156862746,3016.2955882352944,964_959,combined,23,25,-13
959,200.0,2616.76,3031.525,959,spoilt,23,32,-13
961,219.0,2618.0,3078.1735159817354,961,intact,23,26,-12
965,403.0,2618.4044665012407,3122.9454094292805,965,intact,23,27,-11
962,420.0,2618.3404761904762,3176.7023809523807,962,intact,23,28,-10
967,414.0,2619.43961352657,3238.144927536232,967,intact,23,29,-9
968,256.0,2619.51953125,3293.14453125,968,intact,23,30,-8
969,286.0,2619.6853146853146,3347.541958041958,969,intact,23,31,-7
971,323.0,2621.185758513932,3407.312693498452,971,intact,23,32,-6
966,636.0,2619.504716981132,3462.187106918239,966,intact,23,33,-5
972,358.0,2620.3407821229052,3508.8156424581007,972,intact,23,34,-4
970,492.0,2621.9979674796746,3563.8333333333335,970,intact,23,35,-3
963,388.0,2620.6288659793813,3614.0257731958764,963,intact,23,36,-2
973,370.0,2623.337837837838,3666.2027027027025,973,intact,23,37,-1
980,541.0,2652.992606284658,1650.170055452865,980,intact,24,1,-37
981,239.0,2653.8326359832636,1693.6903765690377,981,intact,24,2,-36
978,534.0,2652.88202247191,1759.6797752808989,978,intact,24,3,-35
982,328.0,2655.015243902439,1810.4237804878048,982,intact,24,4,-34
985,507.0,2653.9250493096647,1867.6923076923076,985,intact,24,5,-33
983,298.0,2654.5838926174497,1921.5604026845638,983,intact,24,6,-32
984,407.0,2655.2923832923834,1985.1891891891892,984,intact,24,7,-31
987,255.0,2657.7568627450983,2032.313725490196,987,intact,24,8,-30
986,521.0,2655.911708253359,2100.6698656429944,986,intact,24,9,-29
991,304.0,2659.0625,2152.0559210526317,991,intact,24,10,-28
988,400.0,2657.3,2209.6925,988,intact,24,11,-27
989,345.0,2658.649275362319,2261.9971014492753,989,intact,24,12,-26
990,522.0,2658.204980842912,2321.9214559386974,990,intact,24,13,-25
994,295.0,2659.9559322033897,2369.0677966101694,994,intact,24,14,-24
992,444.0,2659.141891891892,2447.301801801802,992,intact,24,15,-23
993,286.0,2660.520979020979,2488.877622377622,993,intact,24,16,-22
995,631.0,2659.86529318542,2555.19175911252,995,intact,24,17,-21
998,427.0,2663.065573770492,2600.9227166276346,998,intact,24,18,-20
999,510.0,2662.649019607843,2662.749019607843,999,intact,24,19,-19
996,483.0,2662.9523809523807,2717.718426501035,996,intact,24,20,-18
1000,465.0,2663.1247311827956,2776.443010752688,1000,intact,24,21,-17
997,494.0,2663.1963562753035,2829.095141700405,997,intact,24,22,-16
1001,483.0,2664.6521739130435,2896.954451345756,1001,intact,24,23,-15
1002,365.0,2665.27397260274,2954.041095890411,1002,intact,24,24,-14
1003,383.0,2664.715404699739,3002.822454308094,1003,intact,24,25,-13
1004,295.0,2665.24406779661,3082.3254237288133,1004,intact,24,26,-12
1005,407.0,2666.321867321867,3122.9410319410317,1005,intact,24,27,-11
1009,375.0,2667.1813333333334,3177.664,1009,intact,24,28,-10
1006,334.0,2666.1167664670656,3236.805389221557,1006,intact,24,29,-9
1010,278.0,2667.9352517985612,3288.845323741007,1010,intact,24,30,-8
1007,478.0,2668.246861924686,3357.516736401674,1007,intact,24,31,-7
1011,304.0,2668.3190789473683,3407.8947368421054,1011,intact,24,32,-6
1008,559.0,2668.515205724508,3462.2826475849733,1008,intact,24,33,-5
1012,481.0,2670.781704781705,3511.074844074844,1012,intact,24,34,-4
1015,512.0,2670.408203125,3564.224609375,1015,intact,24,35,-3
1013,439.0,2670.7972665148063,3616.608200455581,1013,intact,24,36,-2
1014,291.0,2671.1168384879725,3665.9484536082473,1014,intact,24,37,-1
1021,533.0,2711.5103189493434,1648.06191369606,1021,intact,25,1,-37
1022,254.0,2711.488188976378,1691.476377952756,1022,intact,25,2,-36
1023,639.0,2712.3615023474176,1762.8904538341158,1023,intact,25,3,-35
1025,387.0,2714.700258397933,1812.3901808785529,1025,intact,25,4,-34
1030,436.0,2714.0504587155965,1869.0940366972477,1030,intact,25,5,-33
1026,278.0,2714.0107913669067,1921.0611510791366,1026,intact,25,6,-32
1024,354.0,2713.141242937853,1978.7570621468926,1024,spoilt,25,12,-33
1024,609.0,2713.860817547358,1991.0059820538386,1024_1027,combined,25,7,-31
1027,255.0,2714.5803921568627,2003.2549019607843,1027,spoilt,25,13,-32
1028,214.0,2716.0467289719627,2031.3598130841121,1028,intact,25,8,-30
1037,553.0,2715.9077757685354,2101.8553345388787,1037,intact,25,9,-29
1031,263.0,2716.3574144486693,2153.897338403042,1031,intact,25,10,-28
1034,446.0,2716.762331838565,2210.2825112107626,1034,intact,25,11,-27
1029,437.0,2715.8146453089244,2261.1990846681924,1029,intact,25,12,-26
1035,471.0,2717.0318471337578,2318.692144373673,1035,intact,25,13,-25
1032,406.0,2717.71921182266,2370.167487684729,1032,intact,25,14,-24
1036,474.0,2717.1244725738397,2444.8607594936707,1036,intact,25,15,-23
1033,244.0,2715.9221311475408,2488.844262295082,1033,intact,25,16,-22
1038,455.0,2718.2901098901098,2554.9978021978022,1038,intact,25,17,-21
1039,327.0,2722.012232415902,2599.2079510703365,1039,intact,25,18,-20
1041,628.0,2722.316878980892,2665.042993630573,1041,intact,25,19,-19
1040,531.0,2723.2278719397364,2717.662900188324,1040,intact,25,20,-18
1042,454.0,2724.169603524229,2774.958149779736,1042,intact,25,21,-17
1043,474.0,2724.3649789029537,2828.3881856540083,1043,intact,25,22,-16
1044,656.0,2724.317073170732,2897.314024390244,1044,intact,25,23,-15
1046,306.0,2724.8202614379084,2950.8627450980393,1046,intact,25,24,-14
1045,321.0,2725.3208722741433,3003.2897196261683,1045,spoilt,25,31,-14
1045,539.0,2725.970069164595,3017.335226785561,1045_1047,combined,25,25,-13
1047,218.0,2726.619266055046,3031.380733944954,1047,spoilt,25,32,-13
1048,261.0,2727.2030651340997,3081.0383141762454,1048,intact,25,26,-12
1049,379.0,2727.6042216358837,3123.54617414248,1049,intact,25,27,-11
1050,420.0,2728.3404761904762,3176.652380952381,1050,intact,25,28,-10
1051,395.0,2728.192405063291,3238.954430379747,1051,intact,25,29,-9
1056,286.0,2729.7482517482517,3291.8496503496503,1056,intact,25,30,-8
1052,438.0,2729.3333333333335,3357.1552511415525,1052,intact,25,31,-7
1057,260.0,2730.8038461538463,3406.8346153846155,1057,intact,25,32,-6
1058,628.0,2729.482484076433,3463.106687898089,1058,intact,25,33,-5
1053,409.0,2731.039119804401,3510.0611246943763,1053,intact,25,34,-4
1054,515.0,2731.650485436893,3560.978640776699,1054,intact,25,35,-3
1059,437.0,2731.279176201373,3612.913043478261,1059,intact,25,36,-2
1055,276.0,2731.4239130434785,3666.4166666666665,1055,intact,25,37,-1
1064,473.0,2767.7167019027484,1651.4355179704016,1064,intact,26,1,-37
1066,232.0,2769.314655172414,1693.6810344827586,1066,intact,26,2,-36
1067,614.0,2768.2361563517916,1763.8029315960912,1067,intact,26,3,-35
1071,352.0,2771.2045454545455,1813.0767045454545,1071,intact,26,4,-34
1072,531.0,2768.7062146892654,1866.9416195856875,1072,intact,26,5,-33
1080,336.0,2771.309523809524,1923.4107142857142,1080,intact,26,6,-32
1068,545.0,2769.57247706422,1985.0642201834862,1068,intact,26,7,-31
1069,293.0,2770.9317406143346,2032.0443686006827,1069,intact,26,8,-30
1076,496.0,2771.6491935483873,2100.0504032258063,1076,intact,26,9,-29
1070,282.0,2771.77304964539,2150.375886524823,1070,intact,26,10,-28
1077,570.0,2772.759649122807,2209.6087719298243,1077,intact,26,11,-27
1073,392.0,2772.9464285714284,2261.8571428571427,1073,intact,26,12,-26
1078,518.0,2772.679536679537,2320.6254826254826,1078,intact,26,13,-25
1079,324.0,2773.932098765432,2366.614197530864,1079,intact,26,14,-24
1074,616.0,2773.345779220779,2446.2564935064934,1074,intact,26,15,-23
1081,159.0,2773.754716981132,2489.874213836478,1081,intact,26,16,-22
1075,587.0,2773.9727427597954,2552.916524701874,1075,intact,26,17,-21
1083,302.0,2778.1887417218545,2599.139072847682,1083,intact,26,18,-20
1084,492.0,2777.7662601626016,2661.441056910569,1084,intact,26,19,-19
1082,549.0,2777.905282331512,2716.479052823315,1082,intact,26,20,-18
1085,403.0,2778.48635235732,2775.210918114144,1085,intact,26,21,-17
1086,372.0,2779.4758064516127,2826.1881720430106,1086,intact,26,22,-16
1087,465.0,2779.567741935484,2895.277419354839,1087,intact,26,23,-15
1089,256.0,2781.31640625,2951.8515625,1089,intact,26,24,-14
1092,593.0,2782.20910623946,3008.328836424958,1092,intact,26,25,-13
1088,313.0,2781.226837060703,3083.543130990415,1088,intact,26,26,-12
1090,393.0,2782.5445292620866,3121.381679389313,1090,intact,26,27,-11
1093,425.0,2782.7764705882355,3176.7952941176472,1093,intact,26,28,-10
1091,449.0,2782.0489977728284,3239.910913140312,1091,intact,26,29,-9
1100,344.0,2785.5726744186045,3289.3953488372094,1100,intact,26,30,-8
1095,456.0,2783.714912280702,3353.9868421052633,1095,intact,26,31,-7
1101,276.0,2786.217391304348,3404.5471014492755,1101,intact,26,32,-6
1094,504.0,2784.3531746031745,3460.1150793650795,1094,intact,26,33,-5
1099,441.0,2786.5238095238096,3506.1814058956916,1099,intact,26,34,-4
1097,476.0,2785.4012605042017,3560.388655462185,1097,intact,26,35,-3
1096,560.0,2786.3678571428572,3612.7375,1096,intact,26,36,-2
1098,355.0,2785.369014084507,3664.574647887324,1098,intact,26,37,-1
1109,539.0,2825.0445269016695,1648.725417439703,1109,intact,27,1,-37
1106,292.0,2825.578767123288,1692.5239726027398,1106,intact,27,2,-36
1107,501.0,2825.011976047904,1760.0259481037924,1107,intact,27,3,-35
1111,300.0,2827.403333333333,1808.7766666666666,1111,intact,27,4,-34
1110,471.0,2826.367303609342,1866.2951167728238,1110,intact,27,5,-33
1112,315.0,2827.2190476190476,1923.0126984126985,1112,intact,27,6,-32
1113,421.0,2827.144893111639,1980.24703087886,1113,intact,27,7,-31
1114,247.0,2827.4615384615386,2029.5384615384614,1114,intact,27,8,-30
1115,598.0,2828.7842809364547,2100.76254180602,1115,intact,27,9,-29
1116,192.0,2828.609375,2150.234375,1116,intact,27,10,-28
1117,536.0,2829.759328358209,2207.3805970149256,1117,intact,27,11,-27
1120,412.0,2829.910194174757,2259.25,1120,intact,27,12,-26
1118,320.0,2829.56875,2314.678125,1118,intact,27,13,-25
1122,367.0,2832.0708446866483,2366.7220708446866,1122,intact,27,14,-24
1119,559.0,2830.570661896243,2443.051878354204,1119,intact,27,15,-23
1121,239.0,2831.523012552301,2490.029288702929,1121,intact,27,16,-22
1123,563.0,2832.1936056838367,2554.644760213144,1123,intact,27,17,-21
1124,341.0,2834.7741935483873,2598.565982404692,1124,intact,27,18,-20
1126,569.0,2835.474516695958,2665.13532513181,1126,intact,27,19,-19
1125,399.0,2837.157894736842,2714.937343358396,1125,intact,27,20,-18
1127,413.0,2836.496368038741,2774.605326876513,1127,intact,27,21,-17
1128,496.0,2837.844758064516,2826.951612903226,1128,intact,27,22,-16
1129,596.0,2836.7852348993288,2898.7936241610737,1129,intact,27,23,-15
1133,238.0,2839.7605042016808,2952.6890756302523,1133,intact,27,24,-14
1130,592.0,2838.8699324324325,3010.7179054054054,1130,intact,27,25,-13
1131,202.0,2839.0643564356437,3080.0544554455446,1131,intact,27,26,-12
1132,409.0,2839.403422982885,3119.8704156479216,1132,intact,27,27,-11
1136,510.0,2841.7901960784316,3179.2568627450983,1136,intact,27,28,-10
1139,531.0,2842.79472693032,3237.169491525424,1139,intact,27,29,-9
1137,467.0,2843.5631691648823,3288.374732334047,1137,intact,27,30,-8
1134,467.0,2841.304068522484,3352.1434689507496,1134,intact,27,31,-7
1138,237.0,2842.4767932489453,3403.4978902953585,1138,intact,27,32,-6
1135,448.0,2842.4821428571427,3461.4776785714284,1135,intact,27,33,-5
1140,459.0,2845.244008714597,3506.925925925926,1140,intact,27,34,-4
1141,559.0,2844.769230769231,3564.221824686941,1141,intact,27,35,-3
1142,459.0,2844.9193899782135,3611.6100217864923,1142,intact,27,36,-2
1143,335.0,2845.155223880597,3665.5462686567166,1143,intact,27,37,-1
1150,593.0,2880.4384485666105,1656.114671163575,1150,intact,28,1,-37
1155,213.0,2882.7652582159626,1693.6150234741783,1155,intact,28,2,-36
1151,454.0,2881.1982378854627,1758.7444933920706,1151,intact,28,3,-35
1156,294.0,2882.3503401360545,1805.2142857142858,1156,intact,28,4,-34
1152,502.0,2881.569721115538,1865.4382470119522,1152,intact,28,5,-33
1153,275.0,2881.7054545454544,1921.3018181818181,1153,intact,28,6,-32
1154,440.0,2882.461363636364,1984.4977272727272,1154,intact,28,7,-31
1158,205.0,2884.0682926829268,2030.3073170731707,1158,intact,28,8,-30
1159,438.0,2883.89497716895,2089.463470319635,1159,spoilt,28,14,-31
1159,744.0,2882.5242859700957,2103.4670292774645,1159_1149,combined,28,9,-29
1149,306.0,2881.153594771242,2117.470588235294,1149,spoilt,28,15,-30
1164,243.0,2885.477366255144,2147.8888888888887,1164,intact,28,10,-28
1161,489.0,2884.4744376278118,2207.5971370143147,1161,intact,28,11,-27
1157,429.0,2884.3916083916083,2260.3636363636365,1157,intact,28,12,-26
1162,521.0,2885.721689059501,2318.0729366602686,1162,intact,28,13,-25
1160,344.0,2885.9447674418607,2370.5523255813955,1160,intact,28,14,-24
1165,543.0,2886.0920810313078,2444.7127071823206,1165,intact,28,15,-23
1166,233.0,2886.772532188841,2484.793991416309,1166,intact,28,16,-22
1163,560.0,2886.9160714285713,2553.380357142857,1163,intact,28,17,-21
1167,322.0,2889.4037267080744,2597.8757763975154,1167,intact,28,18,-20
1168,643.0,2888.317262830482,2660.2332814930014,1168,intact,28,19,-19
1169,515.0,2890.8174757281554,2717.0466019417477,1169,intact,28,20,-18
1170,388.0,2888.907216494845,2776.090206185567,1170,intact,28,21,-17
1171,347.0,2891.587896253602,2825.5273775216137,1171,intact,28,22,-16
1172,589.0,2892.5093378607808,2898.831918505942,1172,intact,28,23,-15
1173,254.0,2893.015748031496,2946.9448818897636,1173,intact,28,24,-14
1178,651.0,2893.798771121352,3014.115207373272,1178,intact,28,25,-13
1180,254.0,2894.740157480315,3079.988188976378,1180,intact,28,26,-12
1179,479.0,2893.7202505219207,3120.603340292276,1179,intact,28,27,-11
1174,472.0,2894.2478813559323,3177.0741525423728,1174,intact,28,28,-10
1175,633.0,2893.5323854660346,3239.6303317535544,1175,intact,28,29,-9
1185,354.0,2896.2203389830506,3289.0,1185,intact,28,30,-8
1181,301.0,2896.5249169435215,3345.285714285714,1181,spoilt,28,37,-8
1181,496.0,2895.4214328307353,3357.8761904761905,1181_1176,combined,28,31,-7
1176,195.0,2894.3179487179486,3370.4666666666667,1176,spoilt,28,38,-7
1186,252.0,2897.3968253968255,3408.3174603174602,1186,intact,28,32,-6
1183,386.0,2896.678756476684,3459.0725388601036,1183,intact,28,33,-5
1177,430.0,2895.6976744186045,3507.741860465116,1177,intact,28,34,-4
1187,520.0,2896.9423076923076,3560.0307692307692,1187,intact,28,35,-3
1182,423.0,2896.600472813239,3611.4869976359337,1182,intact,28,36,-2
1184,401.0,2897.5087281795513,3666.992518703242,1184,intact,28,37,-1
1192,585.0,2937.4188034188032,1646.2273504273505,1192,intact,29,1,-37
1200,277.0,2940.548736462094,1689.595667870036,1200,intact,29,2,-36
1194,509.0,2938.654223968566,1757.4793713163065,1194,intact,29,3,-35
1197,401.0,2940.2019950124686,1806.9351620947632,1197,intact,29,4,-34
1195,498.0,2940.6787148594376,1865.140562248996,1195,intact,29,5,-33
1198,346.0,2940.098265895954,1918.5346820809248,1198,intact,29,6,-32
1196,557.0,2939.5134649910233,1982.7109515260322,1196,intact,29,7,-31
1201,293.0,2941.5017064846415,2028.2798634812286,1201,intact,29,8,-30
1202,486.0,2940.41975308642,2096.5123456790125,1202,intact,29,9,-29
1203,238.0,2941.4873949579833,2147.121848739496,1203,intact,29,10,-28
1199,425.0,2941.268235294118,2208.061176470588,1199,intact,29,11,-27
1206,345.0,2944.1478260869567,2258.1072463768114,1206,intact,29,12,-26
1204,436.0,2941.9449541284403,2322.4862385321103,1204,intact,29,13,-25
1205,452.0,2944.0730088495575,2366.4115044247787,1205,intact,29,14,-24
1207,514.0,2943.661478599222,2441.852140077821,1207,intact,29,15,-23
1209,258.0,2943.3682170542634,2486.0387596899227,1209,intact,29,16,-22
1210,349.0,2944.7679083094554,2546.143266475645,1210,spoilt,29,22,-23
1210,595.0,2944.7579378945647,2557.9801698231886,1210_1208,combined,29,17,-21
1208,246.0,2944.7479674796746,2569.817073170732,1208,spoilt,29,23,-22
1211,302.0,2949.4668874172185,2598.427152317881,1211,intact,29,18,-20
1212,579.0,2949.2435233160622,2664.6131260794473,1212,intact,29,19,-19
1213,511.0,2949.545988258317,2718.2681017612526,1213,intact,29,20,-18
1214,456.0,2949.5241228070176,2774.089912280702,1214,intact,29,21,-17
1215,442.0,2950.316742081448,2825.0633484162895,1215,intact,29,22,-16
1221,563.0,2951.190053285968,2892.8543516873888,1221,intact,29,23,-15
1219,292.0,2952.5616438356165,2943.6575342465753,1219,intact,29,24,-14
1216,389.0,2952.2519280205656,3004.6401028277637,1216,spoilt,29,31,-14
1216,471.0,2952.6381591322343,3019.5334660480285,1216_1220,combined,29,25,-13
1220,82.0,2953.0243902439024,3034.4268292682927,1220,spoilt,29,32,-13
1224,231.0,2954.4545454545455,3070.5714285714284,1224,intact,29,26,-12
1217,516.0,2951.9108527131784,3121.9244186046512,1217,intact,29,27,-11
1226,357.0,2955.1960784313724,3177.5966386554624,1226,intact,29,28,-10
1222,532.0,2954.1466165413535,3237.125939849624,1222,intact,29,29,-9
1223,307.0,2954.609120521173,3295.403908794788,1223,intact,29,30,-8
1218,553.0,2953.2911392405063,3351.996383363472,1218,intact,29,31,-7
1228,233.0,2956.1802575107295,3408.321888412017,1228,intact,29,32,-6
1225,473.0,2955.6279069767443,3458.4503171247356,1225,intact,29,33,-5
1229,389.0,2956.7917737789203,3505.701799485861,1229,intact,29,34,-4
1227,448.0,2957.589285714286,3560.9397321428573,1227,intact,29,35,-3
1230,417.0,2957.7697841726617,3613.1606714628297,1230,intact,29,36,-2
1231,321.0,2956.105919003115,3665.92523364486,1231,intact,29,37,-1
1236,572.0,2991.1206293706296,1653.36013986014,1236,intact,30,1,-37
1242,236.0,2992.8813559322034,1691.0211864406779,1242,intact,30,2,-36
1239,534.0,2992.3988764044943,1759.7209737827716,1239,intact,30,3,-35
1240,402.0,2993.273631840796,1807.8731343283582,1240,intact,30,4,-34
1238,473.0,2992.3636363636365,1864.338266384778,1238,intact,30,5,-33
1241,319.0,2993.3699059561127,1921.1222570532916,1241,intact,30,6,-32
1243,546.0,2994.5164835164837,1985.6245421245421,1243,intact,30,7,-31
1244,268.0,2995.1194029850744,2031.686567164179,1244,intact,30,8,-30
1247,626.0,2995.1198083067093,2100.20607028754,1247,intact,30,9,-29
1245,291.0,2996.0240549828177,2146.7079037800686,1245,intact,30,10,-28
1246,413.0,2995.9830508474574,2208.9370460048426,1246,intact,30,11,-27
1248,453.0,2997.147902869757,2256.1832229580573,1248,intact,30,12,-26
1253,435.0,2997.0275862068966,2316.4666666666667,1253,intact,30,13,-25
1249,472.0,2997.2478813559323,2365.362288135593,1249,intact,30,14,-24
1250,613.0,2996.995106035889,2438.373572593801,1250,intact,30,15,-23
1255,326.0,2998.8496932515336,2482.7269938650306,1255,intact,30,16,-22
1251,505.0,2997.0772277227725,2551.837623762376,1251,intact,30,17,-21
1256,316.0,3000.6487341772154,2596.0822784810125,1256,intact,30,18,-20
1257,527.0,2999.187855787476,2660.9601518026566,1257,intact,30,19,-19
1258,557.0,3000.2675044883304,2712.380610412926,1258,intact,30,20,-18
1252,495.0,2999.523232323232,2773.121212121212,1252,intact,30,21,-17
1260,468.0,3001.7735042735044,2825.480769230769,1260,intact,30,22,-16
1254,517.0,3000.941972920696,2895.375241779497,1254,intact,30,23,-15
1261,275.0,3002.0545454545454,2945.4945454545455,1261,intact,30,24,-14
1259,522.0,3002.155172413793,3008.5210727969347,1259,intact,30,25,-13
1263,256.0,3003.0703125,3078.98046875,1263,intact,30,26,-12
1262,360.0,3002.7638888888887,3118.0916666666667,1262,intact,30,27,-11
1265,313.0,3005.44089456869,3174.527156549521,1265,intact,30,28,-10
1266,526.0,3005.480988593156,3237.93536121673,1266,intact,30,29,-9
1267,309.0,3006.6763754045305,3292.071197411003,1267,intact,30,30,-8
1264,472.0,3005.7521186440677,3350.383474576271,1264,intact,30,31,-7
1270,349.0,3008.1461318051574,3403.9541547277936,1270,intact,30,32,-6
1268,553.0,3008.8499095840866,3456.003616636528,1268,intact,30,33,-5
1271,414.0,3008.350241545894,3505.123188405797,1271,intact,30,34,-4
1273,442.0,3009.185520361991,3561.029411764706,1273,intact,30,35,-3
1272,451.0,3010.490022172949,3611.8337028824835,1272,intact,30,36,-2
1269,345.0,3007.7478260869566,3667.904347826087,1269,intact,30,37,-1
1279,566.0,3051.8356890459363,1648.0865724381626,1279,intact,31,1,-37
1280,290.0,3053.2758620689656,1692.193103448276,1280,intact,31,2,-36
1282,595.0,3053.8386554621848,1760.4319327731093,1282,intact,31,3,-35
1284,377.0,3056.297082228117,1813.289124668435,1284,intact,31,4,-34
1285,628.0,3054.062101910828,1866.5063694267517,1285,intact,31,5,-33
1290,352.0,3056.5397727272725,1919.3068181818182,1290,intact,31,6,-32
1281,492.0,3053.3028455284552,1983.0386178861788,1281,intact,31,7,-31
1293,284.0,3057.3345070422533,2032.2711267605634,1293,intact,31,8,-30
1291,663.0,3057.1251885369534,2095.4419306184013,1291,intact,31,9,-29
1288,229.0,3057.6899563318775,2149.598253275109,1288,intact,31,10,-28
1292,504.0,3056.8015873015875,2204.684523809524,1292,intact,31,11,-27
1283,316.0,3057.215189873418,2258.6392405063293,1283,intact,31,12,-26
1286,382.0,3056.9659685863876,2317.3717277486912,1286,intact,31,13,-25
1289,459.0,3058.488017429194,2366.653594771242,1289,intact,31,14,-24
1287,532.0,3057.8289473684213,2439.374060150376,1287,intact,31,15,-23
1294,269.0,3059.0,2483.171003717472,1294,intact,31,16,-22
1295,244.0,3058.848360655738,2541.3237704918033,1295,intact,31,17,-21
1296,259.0,3063.054054054054,2563.864864864865,1296,intact,31,18,-20
1298,533.0,3064.6848030018764,2661.939962476548,1298,intact,31,19,-19
1297,536.0,3065.2033582089553,2713.082089552239,1297,intact,31,20,-18
1299,474.0,3065.4704641350213,2773.2742616033756,1299,intact,31,21,-17
1300,461.0,3066.522776572668,2824.5140997830804,1300,intact,31,22,-16
1301,599.0,3066.313856427379,2892.661101836394,1301,intact,31,23,-15
1303,240.0,3067.6041666666665,2945.2833333333333,1303,intact,31,24,-14
1304,350.0,3068.977142857143,2998.7342857142858,1304,spoilt,31,30,-14
1304,589.0,3067.890245068739,3013.5805319784818,1304_1302,combined,31,25,-13
1302,239.0,3066.803347280335,3028.4267782426778,1302,spoilt,31,31,-13
1305,296.0,3070.175675675676,3081.9560810810813,1305,intact,31,26,-12
